VehicleID,Timestamp,Latitude,Longitude,Speed
TX001,2024-01-01 07:07:30,28.624076,77.161005,39.62
TX001,2024-01-01 07:08:00,28.623618,77.161148,35.7
TX001,2024-01-01 07:08:30,28.624052,77.161569,41.73
TX001,2024-01-01 07:09:00,28.623677,77.161775,18.47
TX001,2024-01-01 07:09:30,28.623883,77.163316,41.17
TX001,2024-01-01 07:10:00,28.624337,77.163698,41.85
TX001,2024-01-01 07:10:30,28.624211,77.164002,42.82
TX001,2024-01-01 07:11:00,28.624116,77.163807,25.73
TX001,2024-01-01 07:11:30,28.625042,77.163061,35.98
TX001,2024-01-01 07:12:00,28.624397,77.162872,43.24
TX001,2024-01-01 07:12:30,28.624422,77.162441,48.07
TX001,2024-01-01 07:13:00,28.624694,77.162149,26.42
TX001,2024-01-01 07:13:30,28.624713,77.161888,37.6
TX001,2024-01-01 07:14:00,28.624966,77.161078,60.73
TX001,2024-01-01 07:14:30,28.624701,77.161419,37.24
TX001,2024-01-01 07:15:00,28.624655,77.161621,25.49
TX001,2024-01-01 07:15:30,28.624175,77.161487,45.39
TX001,2024-01-01 07:16:00,28.623914,77.162193,29.3
TX001,2024-01-01 07:16:30,28.62341,77.16256,39.86
TX001,2024-01-01 07:17:00,28.623823,77.161953,60.47
TX001,2024-01-01 07:17:30,28.624329,77.16167,29.19
TX001,2024-01-01 07:18:00,28.624639,77.161299,40.33
TX001,2024-01-01 07:18:30,28.623343,77.160889,34.29
TX001,2024-01-01 07:19:00,28.622844,77.161542,31.97
TX001,2024-01-01 07:19:30,28.622668,77.161594,17.84
TX001,2024-01-01 07:20:00,28.622093,77.16206,52.3
TX001,2024-01-01 07:20:30,28.621701,77.162244,35.12
TX001,2024-01-01 07:21:00,28.621461,77.162272,37.39
TX001,2024-01-01 07:21:30,28.621506,77.162537,30.38
TX001,2024-01-01 07:22:00,28.621011,77.16339,54.03
TX001,2024-01-01 07:22:30,28.62095,77.163626,11.57
TX001,2024-01-01 07:23:00,28.620701,77.163542,38.37
TX001,2024-01-01 07:23:30,28.620465,77.163882,29.08
TX001,2024-01-01 07:24:00,28.620188,77.164242,39.28
TX001,2024-01-01 07:24:30,28.620513,77.164494,38.69
TX001,2024-01-01 07:25:00,28.620289,77.164793,25.05
TX001,2024-01-01 07:25:30,28.620281,77.16484,42.32
TX001,2024-01-01 07:26:00,28.620044,77.165059,50.33
TX001,2024-01-01 07:26:30,28.619957,77.165498,32.57
TX001,2024-01-01 07:27:00,28.620283,77.16602,44.9
TX001,2024-01-01 07:27:30,28.620555,77.165896,35.25
TX001,2024-01-01 07:28:00,28.620503,77.165935,38.89
TX001,2024-01-01 07:28:30,28.620176,77.166772,42.14
TX001,2024-01-01 07:29:00,28.61969,77.167235,22.93
TX001,2024-01-01 07:29:30,28.61994,77.167487,44.5
TX001,2024-01-01 07:30:00,28.619581,77.167517,34.85
TX001,2024-01-01 07:30:30,28.619971,77.167458,26.87
TX001,2024-01-01 07:31:00,28.619843,77.167623,25.09
TX001,2024-01-01 07:31:30,28.619514,77.167721,28.24
TX001,2024-01-01 07:32:00,28.619311,77.167532,37.94
TX001,2024-01-01 07:32:30,28.618732,77.166969,37.78
TX001,2024-01-01 07:33:00,28.618646,77.167094,26.38
TX001,2024-01-01 07:33:30,28.618989,77.16703,52.7
TX001,2024-01-01 07:34:00,28.618588,77.167022,34.77
TX001,2024-01-01 07:34:30,28.618717,77.166691,31.54
TX001,2024-01-01 07:35:00,28.619331,77.166648,41.23
TX001,2024-01-01 07:35:30,28.619607,77.166487,39.82
TX001,2024-01-01 07:36:00,28.619612,77.166526,37.69
TX001,2024-01-01 07:36:30,28.619621,77.166726,25.72
TX001,2024-01-01 07:37:00,28.620005,77.167587,52.41
TX001,2024-01-01 07:37:30,28.620354,77.16766,25.79
TX001,2024-01-01 07:38:00,28.620031,77.167324,61.28
TX001,2024-01-01 07:38:30,28.619181,77.167114,27.81
TX001,2024-01-01 07:39:00,28.619241,77.167251,25.89
TX001,2024-01-01 07:39:30,28.619622,77.16702,57.51
TX001,2024-01-01 07:40:00,28.619818,77.166492,24.22
TX001,2024-01-01 07:40:30,28.62029,77.166304,56.98
TX001,2024-01-01 07:41:00,28.620832,77.166258,14.44
TX001,2024-01-01 07:41:30,28.620194,77.166019,49.85
TX001,2024-01-01 07:42:00,28.620213,77.165839,35.06
TX001,2024-01-01 07:42:30,28.619786,77.165782,42.47
TX001,2024-01-01 07:43:00,28.619991,77.166066,36.44
TX001,2024-01-01 07:43:30,28.619378,77.166577,21.5
TX001,2024-01-01 07:44:00,28.619078,77.167198,38.99
TX001,2024-01-01 07:44:30,28.61955,77.167225,36.39
TX001,2024-01-01 07:45:00,28.620252,77.167125,59.73
TX001,2024-01-01 07:45:30,28.62051,77.167673,46.66
TX001,2024-01-01 07:46:00,28.620785,77.168096,23.42
TX001,2024-01-01 07:46:30,28.620311,77.16728,13.9
TX001,2024-01-01 07:47:00,28.620598,77.167881,31.77
TX001,2024-01-01 07:47:30,28.62125,77.167329,35.89
TX001,2024-01-01 07:48:00,28.621228,77.167483,14.56
TX001,2024-01-01 07:48:30,28.620401,77.167447,34.61
TX001,2024-01-01 07:49:00,28.620669,77.167594,19.35
TX001,2024-01-01 07:49:30,28.620463,77.16717,23.72
TX001,2024-01-01 07:50:00,28.620845,77.166776,34.25
TX001,2024-01-01 07:50:30,28.620633,77.166459,41.05
TX001,2024-01-01 07:51:00,28.620219,77.166237,33.72
TX001,2024-01-01 07:51:30,28.621005,77.166251,20.63
TX001,2024-01-01 07:52:00,28.62109,77.166207,26.6
TX001,2024-01-01 07:52:30,28.621336,77.16651,32.35
TX001,2024-01-01 07:53:00,28.621106,77.1664,28.63
TX001,2024-01-01 07:53:30,28.6205,77.166946,7.38
TX001,2024-01-01 07:54:00,28.6204,77.167177,54.74
TX001,2024-01-01 07:54:30,28.621632,77.167625,38.74
TX001,2024-01-01 07:55:00,28.621249,77.166982,33.46
TX001,2024-01-01 07:55:30,28.620947,77.166413,37.44
TX001,2024-01-01 07:56:00,28.620514,77.167088,27.24
TX001,2024-01-01 07:56:30,28.620511,77.16768,45.58
TX001,2024-01-01 07:57:00,28.620167,77.168289,35.93
TX001,2024-01-01 07:57:30,28.619752,77.168213,41.47
TX001,2024-01-01 07:58:00,28.619199,77.168584,24.49
TX001,2024-01-01 07:58:30,28.618639,77.168809,57.91
TX001,2024-01-01 07:59:00,28.618444,77.168572,27.19
TX001,2024-01-01 07:59:30,28.618464,77.16824,24.63
TX001,2024-01-01 08:00:00,28.618444,77.168144,38.25
TX001,2024-01-01 08:00:30,28.618213,77.168446,24.11
TX001,2024-01-01 08:01:00,28.617822,77.168486,41.01
TX001,2024-01-01 08:01:30,28.617154,77.168703,44.02
TX001,2024-01-01 08:02:00,28.617382,77.168398,27.05
TX001,2024-01-01 08:02:30,28.616731,77.168417,13.34
TX001,2024-01-01 08:03:00,28.61637,77.168673,38.12
TX001,2024-01-01 08:03:30,28.616343,77.168188,15.06
TX001,2024-01-01 08:04:00,28.616362,77.167844,27.18
TX001,2024-01-01 08:04:30,28.616765,77.167613,30.39
TX001,2024-01-01 08:05:00,28.616313,77.167825,45.03
TX001,2024-01-01 08:05:30,28.615324,77.167506,52.3
TX001,2024-01-01 08:06:00,28.615243,77.167655,41.92
TX001,2024-01-01 08:06:30,28.615277,77.167593,27.75
TX001,2024-01-01 08:07:00,28.615379,77.167728,49.01
TX001,2024-01-01 08:07:30,28.615184,77.167555,30.06
TX001,2024-01-01 08:08:00,28.615016,77.167671,39.73
TX001,2024-01-01 08:08:30,28.615364,77.16754,59.9
TX001,2024-01-01 08:09:00,28.615201,77.166725,49.41
TX001,2024-01-01 08:09:30,28.614453,77.166584,22.9
TX001,2024-01-01 08:10:00,28.615123,77.166715,35.22
TX001,2024-01-01 08:10:30,28.615455,77.165831,32.37
TX001,2024-01-01 08:11:00,28.615763,77.165239,37.83
TX001,2024-01-01 08:11:30,28.615899,77.165073,48.73
TX001,2024-01-01 08:12:00,28.616807,77.165146,42.59
TX001,2024-01-01 08:12:30,28.616623,77.164806,37.98
TX001,2024-01-01 08:13:00,28.616281,77.164834,44.96
TX001,2024-01-01 08:13:30,28.616472,77.164968,29.27
TX001,2024-01-01 08:14:00,28.616268,77.16486,47.45
TX001,2024-01-01 08:14:30,28.616091,77.165011,23.25
TX001,2024-01-01 08:15:00,28.615722,77.165359,44.08
TX001,2024-01-01 08:15:30,28.615887,77.166109,51.27
TX001,2024-01-01 08:16:00,28.615389,77.165398,25.71
TX001,2024-01-01 08:16:30,28.615651,77.165376,52.95
TX001,2024-01-01 08:17:00,28.615201,77.166354,38.36
TX001,2024-01-01 08:17:30,28.615245,77.166644,36.55
TX001,2024-01-01 08:18:00,28.615334,77.166328,40.77
TX001,2024-01-01 08:18:30,28.616087,77.166866,40.66
TX001,2024-01-01 08:19:00,28.615883,77.16647,54.12
TX001,2024-01-01 08:19:30,28.615905,77.166908,33.49
TX001,2024-01-01 08:20:00,28.616517,77.166845,14.69
TX001,2024-01-01 08:20:30,28.616112,77.166183,29.88
TX001,2024-01-01 08:21:00,28.616141,77.165667,44.88
TX001,2024-01-01 08:21:30,28.616007,77.166335,19.46
TX001,2024-01-01 08:22:00,28.615406,77.166236,31.88
TX001,2024-01-01 08:22:30,28.614327,77.166215,31.73
TX001,2024-01-01 08:23:00,28.614605,77.166954,32.23
TX001,2024-01-01 08:23:30,28.614498,77.166512,48.52
TX001,2024-01-01 08:24:00,28.614521,77.166517,65.88
TX001,2024-01-01 08:24:30,28.614601,77.166459,34.71
TX001,2024-01-01 08:25:00,28.614382,77.166446,28.12
TX001,2024-01-01 08:25:30,28.614097,77.166489,28.48
TX001,2024-01-01 08:26:00,28.614698,77.165428,31.94
TX001,2024-01-01 08:26:30,28.615197,77.164599,48.1
TX001,2024-01-01 08:27:00,28.615048,77.164036,30.89
TX001,2024-01-01 08:27:30,28.614604,77.164737,25.67
TX001,2024-01-01 08:28:00,28.615113,77.165026,46.23
TX001,2024-01-01 08:28:30,28.614903,77.165221,21.45
TX001,2024-01-01 08:29:00,28.615188,77.165125,20.33
TX001,2024-01-01 08:29:30,28.615472,77.165303,30.5
TX001,2024-01-01 08:30:00,28.615936,77.164871,30.67
TX001,2024-01-01 08:30:30,28.616173,77.164747,42.39
TX001,2024-01-01 08:31:00,28.615673,77.165116,38.91
TX001,2024-01-01 08:31:30,28.615464,77.165536,32.78
TX001,2024-01-01 08:32:00,28.614901,77.164913,26.55
TX001,2024-01-01 08:32:30,28.614388,77.165615,42.27
TX001,2024-01-01 08:33:00,28.615067,77.1657,10.02
TX001,2024-01-01 08:33:30,28.614849,77.165859,33.84
TX001,2024-01-01 08:34:00,28.61529,77.165905,34.55
TX001,2024-01-01 08:34:30,28.615145,77.165882,36.8
TX001,2024-01-01 08:35:00,28.614461,77.165343,38.69
TX001,2024-01-01 08:35:30,28.614529,77.165269,43.92
TX001,2024-01-01 08:36:00,28.614668,77.165053,35.22
TX001,2024-01-01 08:36:30,28.614746,77.164662,25.66
TX001,2024-01-01 08:37:00,28.614065,77.165074,39.9
TX001,2024-01-01 08:37:30,28.614168,77.165467,40.67
TX001,2024-01-01 08:38:00,28.614574,77.164731,54.99
TX001,2024-01-01 08:38:30,28.614324,77.164741,19.65
TX001,2024-01-01 08:39:00,28.614033,77.164816,41.21
TX001,2024-01-01 08:39:30,28.613789,77.164253,25.94
TX001,2024-01-01 08:40:00,28.613248,77.163863,23.92
TX001,2024-01-01 08:40:30,28.612868,77.164916,47.64
TX001,2024-01-01 08:41:00,28.612942,77.164572,40.92
TX001,2024-01-01 08:41:30,28.612712,77.164621,43.4
TX001,2024-01-01 08:42:00,28.612674,77.165081,65.72
TX001,2024-01-01 08:42:30,28.61266,77.165789,26.56
TX001,2024-01-01 08:43:00,28.613385,77.166072,27.48
TX001,2024-01-01 08:43:30,28.613638,77.166461,28.25
TX001,2024-01-01 08:44:00,28.613009,77.16617,42.46
TX001,2024-01-01 08:44:30,28.61298,77.166419,32.03
TX001,2024-01-01 08:45:00,28.612446,77.166571,37.13
TX001,2024-01-01 08:45:30,28.612669,77.167003,42.33
TX001,2024-01-01 08:46:00,28.612853,77.166975,45.01
TX001,2024-01-01 08:46:30,28.613025,77.167058,15.07
TX001,2024-01-01 08:47:00,28.612514,77.166626,38.26
TX001,2024-01-01 08:47:30,28.612498,77.166898,47.64
TX001,2024-01-01 08:48:00,28.61251,77.167274,35.34
TX001,2024-01-01 08:48:30,28.612549,77.167089,28.81
TX001,2024-01-01 08:49:00,28.612425,77.167177,29.79
TX001,2024-01-01 08:49:30,28.612927,77.16682,29.26
TX001,2024-01-01 08:50:00,28.612752,77.167398,32.76
TX001,2024-01-01 08:50:30,28.613164,77.166804,37.36
TX001,2024-01-01 08:51:00,28.61352,77.166837,38.2
TX001,2024-01-01 08:51:30,28.613313,77.167401,47.79
TX001,2024-01-01 08:52:00,28.613168,77.167223,62.59
TX001,2024-01-01 08:52:30,28.6138,77.167013,52.44
TX001,2024-01-01 08:53:00,28.613687,77.166476,29.96
TX001,2024-01-01 08:53:30,28.613286,77.166169,23.98
TX001,2024-01-01 08:54:00,28.613379,77.166789,34.58
TX001,2024-01-01 08:54:30,28.613773,77.166703,23.02
TX001,2024-01-01 08:55:00,28.614043,77.166254,34.41
TX001,2024-01-01 08:55:30,28.614109,77.166451,39.59
TX001,2024-01-01 08:56:00,28.615092,77.166196,38.47
TX001,2024-01-01 08:56:30,28.614842,77.165974,28.63
TX001,2024-01-01 08:57:00,28.615318,77.166542,27.35
TX001,2024-01-01 08:57:30,28.614985,77.166731,28.15
TX001,2024-01-01 08:58:00,28.615238,77.166812,28.37
TX001,2024-01-01 08:58:30,28.615857,77.16753,16.81
TX001,2024-01-01 08:59:00,28.615702,77.167644,27.65
TX001,2024-01-01 08:59:30,28.615966,77.168449,39.01
TX001,2024-01-01 09:00:00,28.615646,77.167897,32.88
TX001,2024-01-01 09:00:30,28.615633,77.168615,26.23
TX001,2024-01-01 09:01:00,28.615722,77.168608,28.79
TX001,2024-01-01 09:01:30,28.616733,77.168396,49.26
TX001,2024-01-01 09:02:00,28.617151,77.168668,29.13
TX001,2024-01-01 09:02:30,28.617384,77.168525,57.16
TX001,2024-01-01 09:03:00,28.617828,77.168853,42.09
TX001,2024-01-01 09:03:30,28.618255,77.169321,41.09
TX001,2024-01-01 09:04:00,28.618514,77.169254,51.59
TX001,2024-01-01 09:04:30,28.618997,77.168927,36.76
TX002,2024-01-01 06:13:00,28.588232,77.172965,39.42
TX002,2024-01-01 06:13:30,28.588308,77.172984,50.34
TX002,2024-01-01 06:14:00,28.588607,77.173242,18.68
TX002,2024-01-01 06:14:30,28.588484,77.17333,60.96
TX002,2024-01-01 06:15:00,28.589115,77.173292,37.99
TX002,2024-01-01 06:15:30,28.589358,77.173366,38.35
TX002,2024-01-01 06:16:00,28.589435,77.173796,29.64
TX002,2024-01-01 06:16:30,28.589489,77.173516,22.68
TX002,2024-01-01 06:17:00,28.588879,77.173292,49.34
TX002,2024-01-01 06:17:30,28.589506,77.173266,39.53
TX002,2024-01-01 06:18:00,28.590258,77.172687,28.34
TX002,2024-01-01 06:18:30,28.590434,77.172486,8.61
TX002,2024-01-01 06:19:00,28.590717,77.172583,22.75
TX002,2024-01-01 06:19:30,28.590205,77.172932,28.23
TX002,2024-01-01 06:20:00,28.590166,77.173671,42.8
TX002,2024-01-01 06:20:30,28.589555,77.173394,22.16
TX002,2024-01-01 06:21:00,28.589653,77.173298,34.45
TX002,2024-01-01 06:21:30,28.589152,77.173875,39.22
TX002,2024-01-01 06:22:00,28.589599,77.174012,34.01
TX002,2024-01-01 06:22:30,28.589827,77.174191,40.48
TX002,2024-01-01 06:23:00,28.590359,77.17427,42.71
TX002,2024-01-01 06:23:30,28.590323,77.174846,43.51
TX002,2024-01-01 06:24:00,28.591043,77.17483,26.88
TX002,2024-01-01 06:24:30,28.591094,77.174558,17.83
TX002,2024-01-01 06:25:00,28.590833,77.174379,45.09
TX002,2024-01-01 06:25:30,28.590652,77.173409,12.33
TX002,2024-01-01 06:26:00,28.590957,77.173724,15.99
TX002,2024-01-01 06:26:30,28.59057,77.173705,40.11
TX002,2024-01-01 06:27:00,28.590106,77.174306,34.96
TX002,2024-01-01 06:27:30,28.590018,77.174317,45.53
TX002,2024-01-01 06:28:00,28.589201,77.174218,37.5
TX002,2024-01-01 06:28:30,28.588801,77.174106,26.82
TX002,2024-01-01 06:29:00,28.589057,77.173877,56.57
TX002,2024-01-01 06:29:30,28.589617,77.174247,41.87
TX002,2024-01-01 06:30:00,28.589358,77.174526,35.72
TX002,2024-01-01 06:30:30,28.589716,77.17478,39.72
TX002,2024-01-01 06:31:00,28.589502,77.175307,47.59
TX002,2024-01-01 06:31:30,28.590332,77.175032,37.37
TX002,2024-01-01 06:32:00,28.590411,77.174771,55.83
TX002,2024-01-01 06:32:30,28.590283,77.174941,29.19
TX002,2024-01-01 06:33:00,28.590054,77.174931,41.27
TX002,2024-01-01 06:33:30,28.590745,77.175105,60.71
TX002,2024-01-01 06:34:00,28.590793,77.175351,35.46
TX002,2024-01-01 06:34:30,28.59069,77.174683,22.73
TX002,2024-01-01 06:35:00,28.590949,77.17449,39.79
TX002,2024-01-01 06:35:30,28.590458,77.173904,53.89
TX002,2024-01-01 06:36:00,28.590877,77.174578,37.69
TX002,2024-01-01 06:36:30,28.591309,77.174563,29.49
TX002,2024-01-01 06:37:00,28.591662,77.174823,32.93
TX002,2024-01-01 06:37:30,28.592253,77.175376,16.08
TX002,2024-01-01 06:38:00,28.592411,77.175573,27.49
TX002,2024-01-01 06:38:30,28.592191,77.175304,38.13
TX002,2024-01-01 06:39:00,28.59266,77.175522,34.69
TX002,2024-01-01 06:39:30,28.592969,77.174382,30.55
TX002,2024-01-01 06:40:00,28.592273,77.174238,48.79
TX002,2024-01-01 06:40:30,28.591755,77.174702,21.56
TX002,2024-01-01 06:41:00,28.591893,77.174683,29.39
TX002,2024-01-01 06:41:30,28.591924,77.17417,40.72
TX002,2024-01-01 06:42:00,28.591727,77.173547,46.96
TX002,2024-01-01 06:42:30,28.592327,77.173887,29.86
TX002,2024-01-01 06:43:00,28.592187,77.173759,30.82
TX002,2024-01-01 06:43:30,28.59234,77.173931,59.92
TX002,2024-01-01 06:44:00,28.592436,77.173827,47.36
TX002,2024-01-01 06:44:30,28.592407,77.173812,32.64
TX002,2024-01-01 06:45:00,28.592428,77.174105,43.73
TX002,2024-01-01 06:45:30,28.592459,77.173306,34.03
TX002,2024-01-01 06:46:00,28.592598,77.173705,46.0
TX002,2024-01-01 06:46:30,28.593433,77.173649,5.0
TX002,2024-01-01 06:47:00,28.593017,77.173894,48.3
TX002,2024-01-01 06:47:30,28.592768,77.17466,22.36
TX002,2024-01-01 06:48:00,28.592855,77.175008,32.71
TX002,2024-01-01 06:48:30,28.592915,77.175154,40.95
TX002,2024-01-01 06:49:00,28.592892,77.175235,63.84
TX002,2024-01-01 06:49:30,28.593334,77.175709,47.61
TX002,2024-01-01 06:50:00,28.592877,77.176363,42.66
TX002,2024-01-01 06:50:30,28.592998,77.176061,21.24
TX002,2024-01-01 06:51:00,28.593129,77.17619,34.23
TX002,2024-01-01 06:51:30,28.593775,77.176371,40.06
TX002,2024-01-01 06:52:00,28.59416,77.176847,32.07
TX002,2024-01-01 06:52:30,28.594399,77.177127,20.27
TX002,2024-01-01 06:53:00,28.59495,77.177067,31.43
TX002,2024-01-01 06:53:30,28.59488,77.177073,36.51
TX002,2024-01-01 06:54:00,28.594304,77.177711,21.84
TX002,2024-01-01 06:54:30,28.593908,77.17685,24.84
TX002,2024-01-01 06:55:00,28.593379,77.177507,27.33
TX002,2024-01-01 06:55:30,28.593103,77.178408,47.12
TX002,2024-01-01 06:56:00,28.592973,77.177408,46.78
TX002,2024-01-01 06:56:30,28.592418,77.17675,62.49
TX002,2024-01-01 06:57:00,28.593393,77.177303,47.27
TX002,2024-01-01 06:57:30,28.593631,77.177645,41.77
TX002,2024-01-01 06:58:00,28.593744,77.177686,44.11
TX002,2024-01-01 06:58:30,28.593442,77.177574,34.25
TX002,2024-01-01 06:59:00,28.593403,77.177179,14.68
TX002,2024-01-01 06:59:30,28.593475,77.177736,21.76
TX002,2024-01-01 07:00:00,28.592847,77.17734,46.02
TX002,2024-01-01 07:00:30,28.592454,77.17725,46.29
TX002,2024-01-01 07:01:00,28.592066,77.177292,41.6
TX002,2024-01-01 07:01:30,28.591826,77.17742,18.99
TX002,2024-01-01 07:02:00,28.592002,77.177412,15.88
TX002,2024-01-01 07:02:30,28.592092,77.177958,41.63
TX002,2024-01-01 07:03:00,28.59192,77.178007,36.5
TX002,2024-01-01 07:03:30,28.591939,77.178023,41.52
TX002,2024-01-01 07:04:00,28.591674,77.177462,26.58
TX002,2024-01-01 07:04:30,28.591177,77.177185,55.99
TX002,2024-01-01 07:05:00,28.591535,77.177067,26.38
TX002,2024-01-01 07:05:30,28.591265,77.177178,49.97
TX002,2024-01-01 07:06:00,28.592123,77.176703,24.98
TX002,2024-01-01 07:06:30,28.592377,77.176869,38.72
TX002,2024-01-01 07:07:00,28.592325,77.176886,32.78
TX002,2024-01-01 07:07:30,28.59271,77.177771,33.24
TX002,2024-01-01 07:08:00,28.592162,77.177735,28.31
TX002,2024-01-01 07:08:30,28.591841,77.178391,65.96
TX002,2024-01-01 07:09:00,28.59162,77.178618,55.13
TX002,2024-01-01 07:09:30,28.591468,77.178537,54.54
TX002,2024-01-01 07:10:00,28.591062,77.178277,28.02
TX002,2024-01-01 07:10:30,28.591076,77.177969,20.31
TX002,2024-01-01 07:11:00,28.590453,77.178102,37.81
TX002,2024-01-01 07:11:30,28.589656,77.178251,45.0
TX002,2024-01-01 07:12:00,28.589172,77.17892,49.73
TX002,2024-01-01 07:12:30,28.58889,77.178898,40.03
TX002,2024-01-01 07:13:00,28.58892,77.179114,41.7
TX002,2024-01-01 07:13:30,28.588988,77.178548,23.95
TX002,2024-01-01 07:14:00,28.588627,77.178254,33.67
TX002,2024-01-01 07:14:30,28.589063,77.178497,49.83
TX002,2024-01-01 07:15:00,28.588937,77.178983,21.89
TX002,2024-01-01 07:15:30,28.589864,77.17914,36.7
TX002,2024-01-01 07:16:00,28.589741,77.179193,37.3
TX002,2024-01-01 07:16:30,28.590024,77.179576,33.17
TX002,2024-01-01 07:17:00,28.589491,77.178842,25.57
TX002,2024-01-01 07:17:30,28.58905,77.17798,41.1
TX002,2024-01-01 07:18:00,28.590047,77.177978,39.66
TX002,2024-01-01 07:18:30,28.59008,77.177939,45.06
TX002,2024-01-01 07:19:00,28.589964,77.178045,46.03
TX002,2024-01-01 07:19:30,28.589697,77.178442,38.86
TX002,2024-01-01 07:20:00,28.589394,77.178657,32.9
TX002,2024-01-01 07:20:30,28.589406,77.178653,24.22
TX002,2024-01-01 07:21:00,28.589595,77.178643,48.03
TX002,2024-01-01 07:21:30,28.590152,77.178866,44.81
TX002,2024-01-01 07:22:00,28.589627,77.17844,35.12
TX002,2024-01-01 07:22:30,28.589383,77.178366,31.34
TX002,2024-01-01 07:23:00,28.589595,77.178337,35.68
TX002,2024-01-01 07:23:30,28.589621,77.177547,40.84
TX002,2024-01-01 07:24:00,28.589563,77.177063,23.73
TX002,2024-01-01 07:24:30,28.590175,77.177551,42.2
TX002,2024-01-01 07:25:00,28.590772,77.17761,32.44
TX002,2024-01-01 07:25:30,28.590526,77.177489,30.95
TX002,2024-01-01 07:26:00,28.590594,77.177553,30.34
TX002,2024-01-01 07:26:30,28.590769,77.17803,35.04
TX002,2024-01-01 07:27:00,28.590175,77.177008,46.39
