Timestamp,Ticker,Price,Volume,Action
2025-01-01 10:18:48.828828,GOOGL,166.83,402,Buy
2025-01-01 10:19:11.351351,AAPL,152.75,300,Buy
2025-01-01 10:19:33.873873,AAPL,168.37,158,Sell
2025-01-01 10:19:56.396396,TSLA,247.82,911,Sell
2025-01-01 10:20:18.918918,TSLA,216.42,777,Sell
2025-01-01 10:20:41.441441,AAPL,177.76,311,Buy
2025-01-01 10:21:03.963963,AAPL,173.12,390,Sell
2025-01-01 10:21:26.486486,MSFT,449.52,66,Sell
2025-01-01 10:21:49.009009,TSLA,237.25,536,Buy
2025-01-01 10:22:11.531531,MSFT,361.7,631,Buy
2025-01-01 10:22:34.054054,MSFT,397.13,952,Sell
2025-01-01 10:22:56.576576,GOOGL,138.33,298,Buy
2025-01-01 10:23:19.099099,TSLA,292.47,269,Buy
2025-01-01 10:23:41.621621,TSLA,275.57,61,Sell
2025-01-01 10:24:04.144144,TSLA,286.36,905,Buy
2025-01-01 10:24:26.666666,AAPL,173.32,492,Buy
2025-01-01 10:24:49.189189,GOOGL,170.14,329,Buy
2025-01-01 10:25:11.711711,AAPL,175.51,517,Buy
2025-01-01 10:25:34.234234,GOOGL,150.13,104,Sell
2025-01-01 10:25:56.756756,MSFT,360.97,149,Buy
2025-01-01 10:26:19.279279,MSFT,360.27,73,Buy
2025-01-01 10:26:41.801801,MSFT,381.57,511,Buy
2025-01-01 10:27:04.324324,TSLA,222.68,446,Sell
2025-01-01 10:27:26.846846,MSFT,395.95,378,Sell
2025-01-01 10:27:49.369369,MSFT,365.55,839,Buy
2025-01-01 10:28:11.891891,MSFT,434.46,781,Sell
2025-01-01 10:28:34.414414,GOOGL,168.8,915,Sell
2025-01-01 10:28:56.936936,GOOGL,137.42,66,Buy
2025-01-01 10:29:19.459459,GOOGL,133.41,201,Sell
2025-01-01 10:29:41.981981,GOOGL,174.71,395,Sell
2025-01-01 10:30:04.504504,MSFT,382.22,555,Sell
2025-01-01 10:30:27.027027,AAPL,166.29,180,Buy
2025-01-01 10:30:49.549549,GOOGL,168.3,274,Sell
2025-01-01 10:31:12.072072,AAPL,160.65,213,Sell
2025-01-01 10:31:34.594594,TSLA,274.44,205,Buy
2025-01-01 10:31:57.117117,AAPL,152.26,40,Buy
2025-01-01 10:32:19.639639,TSLA,224.59,272,Sell
2025-01-01 10:32:42.162162,MSFT,441.43,695,Sell
2025-01-01 10:33:04.684684,GOOGL,163.36,14,Buy
2025-01-01 10:33:27.207207,MSFT,356.7,590,Sell
2025-01-01 10:33:49.729729,MSFT,436.15,608,Buy
2025-01-01 10:34:12.252252,MSFT,362.03,567,Sell
2025-01-01 10:34:34.774774,GOOGL,144.04,493,Sell
2025-01-01 10:34:57.297297,TSLA,252.5,854,Buy
2025-01-01 10:35:19.819819,GOOGL,164.0,548,Buy
2025-01-01 10:35:42.342342,AAPL,158.05,718,Sell
2025-01-01 10:36:04.864864,TSLA,242.17,362,Sell
2025-01-01 10:36:27.387387,AAPL,150.49,966,Buy
2025-01-01 10:36:49.909909,AAPL,163.69,300,Sell
2025-01-01 10:37:12.432432,MSFT,418.3,17,Sell
2025-01-01 10:37:34.954954,MSFT,386.29,998,Buy
2025-01-01 10:37:57.477477,TSLA,202.39,930,Buy
2025-01-01 10:38:20.000000,MSFT,389.08,948,Buy
2025-01-01 10:38:42.522522,TSLA,254.27,348,Sell
2025-01-01 10:39:05.045045,AAPL,169.82,915,Buy
2025-01-01 10:39:27.567567,TSLA,212.4,527,Buy
2025-01-01 10:39:50.090090,GOOGL,143.24,277,Sell
2025-01-01 10:40:12.612612,MSFT,361.59,342,Buy
2025-01-01 10:40:35.135135,GOOGL,166.9,681,Sell
2025-01-01 10:40:57.657657,TSLA,265.51,574,Sell
2025-01-01 10:41:20.180180,TSLA,248.43,276,Buy
2025-01-01 10:41:42.702702,TSLA,247.1,24,Sell
2025-01-01 10:42:05.225225,GOOGL,149.86,656,Sell
2025-01-01 10:42:27.747747,TSLA,299.76,432,Buy
2025-01-01 10:42:50.270270,MSFT,362.38,787,Buy
2025-01-01 10:43:12.792792,MSFT,431.48,873,Sell
2025-01-01 10:43:35.315315,TSLA,275.28,792,Sell
2025-01-01 10:43:57.837837,MSFT,446.73,28,Buy
2025-01-01 10:44:20.360360,AAPL,156.46,971,Buy
2025-01-01 10:44:42.882882,AAPL,179.56,869,Buy
2025-01-01 10:45:05.405405,TSLA,229.93,600,Sell
2025-01-01 10:45:27.927927,AAPL,164.69,97,Sell
2025-01-01 10:45:50.450450,TSLA,270.02,674,Buy
2025-01-01 10:46:12.972972,MSFT,443.92,33,Sell
2025-01-01 10:46:35.495495,TSLA,293.72,911,Sell
2025-01-01 10:46:58.018018,GOOGL,163.35,676,Buy
2025-01-01 10:47:20.540540,AAPL,170.65,42,Buy
2025-01-01 10:47:43.063063,TSLA,226.49,470,Sell
2025-01-01 10:48:05.585585,AAPL,158.57,256,Buy
2025-01-01 10:48:28.108108,MSFT,381.86,499,Sell
2025-01-01 10:48:50.630630,TSLA,207.81,381,Buy
2025-01-01 10:49:13.153153,AAPL,169.24,374,Buy
2025-01-01 10:49:35.675675,GOOGL,168.64,769,Buy
2025-01-01 10:49:58.198198,GOOGL,179.88,435,Buy
2025-01-01 10:50:20.720720,GOOGL,134.52,968,Buy
